a	b	label
33	21946	-1
4	19616	-1
8	4796	1
40	19026	1
23	8020	1
26	17998	-1
42	7440	1
40	17217	1
8	5800	1
15	5727	1
48	17672	1
13	8221	-1
19	17862	-1
3	8316	-1
8	1633	1
3	6461	1
39	5740	1
49	5361	1
23	11743	1
17	16299	1
29	30593	-1
29	10803	-1
8	9630	-1
20	24166	1
45	3355	-1
49	27952	1
31	28875	-1
11	5104	-1
17	10787	-1
7	16338	-1
2	30311	-1
22	17531	-1
0	7692	1
21	1837	1
36	21693	-1
5	14725	-1
7	14564	1
43	15961	1
38	23857	-1
27	25760	-1
32	17944	1
5	19384	1
26	19169	-1
43	6315	1
29	20887	-1
45	23731	1
5	30964	1
30	4933	1
38	19642	-1
24	1219	-1
6	29884	-1
49	7426	-1
20	10000	-1
8	9856	-1
48	30632	-1
23	6059	1
36	2963	1
16	10846	-1
19	13199	-1
6	28104	1
44	4220	-1
4	25746	-1
39	9882	1
5	30050	1
38	9105	-1
5	30342	1
35	27820	1
23	21440	1
40	15829	-1
47	23537	-1
17	19668	-1
42	27691	1
25	4008	-1
9	19133	1
23	837	-1
27	29613	1
12	25205	-1
49	1630	1
49	21087	-1
44	1200	-1
30	6498	-1
23	24703	1
28	26386	-1
9	13149	1
3	12346	-1
28	6371	1
16	13859	1
48	11700	1
44	4808	1
44	26496	-1
42	14050	1
1	19718	-1
10	22587	-1
6	2145	1
12	3748	-1
43	8217	1
21	393	-1
0	2918	1
0	19244	-1
13	9832	-1
46	1509	1
47	22594	-1
13	1292	-1
13	9398	1
12	30465	1
2	20955	-1
0	3903	1
6	1951	1
45	9919	-1
42	334	1
8	5994	1
17	10459	1
40	14612	1
31	5147	-1
30	24130	1
4	29802	1
48	6577	1
6	25883	1
48	10863	1
12	13142	-1
21	17941	1
47	15713	-1
17	6679	1
20	30407	-1
21	25582	1
30	1481	-1
6	6932	1
43	12862	1
8	16320	1
28	26909	1
18	19657	-1
35	20580	-1
6	13978	1
48	12959	1
1	15088	1
46	27103	1
36	28535	-1
9	6602	-1
13	5220	1
20	20069	-1
46	11153	1
16	28168	1
45	11954	1
8	8070	-1
1	12075	-1
4	5218	-1
9	12065	1
47	24937	-1
23	12805	-1
12	19233	-1
6	18566	1
34	3901	-1
11	25046	-1
39	3819	-1
38	7101	1
40	9008	1
22	20448	-1
25	17378	1
44	15928	1
36	9585	1
43	27003	1
39	16627	-1
44	30856	1
28	6823	-1
27	21304	-1
41	4904	-1
24	24307	-1
10	3551	-1
16	19405	1
43	17576	1
0	10187	1
22	27078	-1
43	18336	1
17	23542	-1
43	19265	1
46	14356	-1
17	19028	1
16	23865	1
48	18611	-1
7	13755	-1
30	18048	1
45	5292	1
17	8976	-1
37	22172	-1
42	12202	1
0	6794	1
5	24704	1
27	3230	1
35	24197	-1
8	18143	1
17	25990	-1
40	30467	1
8	21336	1
6	9113	1
32	6530	1
6	22670	1
42	7375	-1
48	11195	1
4	20141	-1
8	14232	1
28	5136	-1
13	25794	1
41	12	-1
25	4208	-1
13	10951	1
0	2198	-1
47	23092	1
23	13239	-1
8	24977	1
29	22799	-1
48	8189	1
4	7725	1
41	28492	-1
9	15860	-1
40	7476	-1
42	4446	1
48	25272	1
7	21497	1
12	19723	-1
38	14226	-1
0	13710	-1
23	29735	-1
46	12084	-1
35	348	1
1	24033	1
42	2848	-1
2	10659	-1
14	9047	1
45	14068	1
38	15847	-1
6	26247	1
35	26540	-1
34	26671	-1
12	568	1
4	10420	-1
29	20581	-1
30	24886	-1
46	27688	1
40	12972	1
47	8972	1
10	1305	1
48	18018	1
8	7554	1
17	13848	1
31	12745	1
25	25953	-1
16	3578	1
6	13926	-1
22	22214	-1
23	18050	-1
43	17793	1
13	11275	1
13	21361	1
25	13400	1
7	30525	1
9	8345	-1
48	15805	1
8	21875	1
4	13915	1
48	29500	1
4	270	1
37	6462	-1
45	12812	1
42	29399	1
29	27240	-1
45	8979	1
35	18364	-1
25	6435	-1
49	357	-1
18	17800	1
37	24439	-1
15	27032	-1
20	22626	-1
23	18382	1
10	11446	1
44	8350	-1
7	9087	1
48	6961	1
1	22025	1
8	21983	1
14	13916	-1
21	21424	1
7	2819	-1
35	4947	-1
47	18964	-1
6	21974	1
40	21861	1
29	11084	-1
8	7997	-1
18	2277	1
38	3648	-1
44	11930	-1
11	13575	-1
17	3114	-1
13	14226	-1
16	31001	1
4	5226	-1
42	2261	1
8	22191	1
6	25540	1
16	23958	-1
24	12478	-1
46	29285	-1
6	12708	1
45	19542	-1
28	18697	1
28	11914	-1
13	27091	1
45	28812	-1
37	12303	1
2	22922	-1
44	26804	-1
6	152	1
15	18932	-1
4	18836	1
35	16145	-1
7	28641	1
7	27374	1
45	24421	1
40	6788	1
44	20802	1
5	6501	1
13	21863	1
16	23040	1
8	13338	1
36	29697	1
3	1353	-1
3	9100	-1
1	26103	1
39	19267	1
5	24776	-1
37	1517	-1
43	14388	1
16	9690	1
26	12494	-1
46	1171	1
17	16943	-1
20	27519	1
8	1717	-1
13	28338	1
4	18359	1
35	1353	-1
25	29833	1
18	17666	1
29	22673	-1
0	17450	-1
3	21083	-1
18	11104	1
39	24234	-1
43	17867	1
44	23448	-1
8	24043	1
0	24278	-1
28	20005	1
17	8978	-1
0	24575	1
28	9649	1
37	1675	1
41	793	-1
28	19270	1
40	22249	-1
46	12831	1
8	27981	-1
8	11973	1
40	16117	1
4	20544	1
47	4650	-1
13	5450	1
42	17760	1
29	17907	1
11	1286	-1
13	29612	-1
48	15993	1
13	1126	1
4	21185	1
40	21858	1
4	11110	-1
9	11104	-1
33	24212	-1
46	29272	1
8	3403	1
44	21298	1
8	16106	1
19	4607	-1
45	177	1
6	24565	1
49	16223	-1
43	25377	1
42	6238	-1
39	30027	-1
8	18436	-1
17	17989	1
46	9677	1
43	6994	1
38	1238	-1
40	14465	1
5	2014	-1
34	4898	-1
5	24995	1
12	27299	1
43	3625	1
17	2077	1
42	15451	-1
38	328	-1
2	8071	-1
18	12603	-1
43	6304	-1
45	22577	1
28	14722	-1
45	10153	-1
18	6745	1
42	12654	1
8	4795	-1
48	27597	1
7	29336	-1
18	5062	-1
8	1471	-1
14	18943	1
36	10787	-1
31	16732	-1
28	9836	-1
11	15622	-1
34	13991	1
13	8581	-1
46	9497	1
27	18367	1
23	20837	1
16	23183	-1
18	1003	1
9	13175	-1
1	26638	1
8	23238	1
42	20763	1
8	1742	1
43	4192	1
33	26073	-1
14	19122	-1
7	5904	-1
15	3577	-1
7	2773	1
31	26783	-1
22	26528	-1
13	15268	1
34	16729	1
12	23337	-1
37	12906	1
43	3735	1
48	24456	1
13	27903	1
35	8905	-1
15	6657	-1
13	26993	1
29	29590	-1
46	11571	1
48	17711	1
36	4681	-1
44	2958	-1
8	22640	-1
42	12339	1
13	6782	-1
9	22191	1
30	9708	-1
8	12010	1
13	6689	1
13	18018	-1
42	7352	1
8	3770	-1
2	7818	-1
13	25719	-1
6	29971	1
48	13666	1
26	13899	-1
14	29748	1
35	3622	-1
11	28855	-1
2	24434	-1
46	11973	1
23	15803	1
38	927	-1
13	20609	1
43	1422	1
21	16319	-1
35	5845	1
32	2819	1
4	11633	1
33	10188	-1
40	16952	1
44	28147	-1
10	15816	-1
45	29121	1
48	21443	1
40	16241	1
3	17796	-1
15	25513	1
46	2827	-1
43	23526	1
27	26894	-1
46	4271	1
5	8224	-1
10	10082	-1
23	28094	1
13	14432	1
6	8763	1
22	6713	-1
48	26639	1
13	25513	1
44	15444	1
31	7805	-1
11	26045	-1
20	1578	-1
1	16066	1
30	28336	-1
46	5856	-1
42	11993	1
17	21280	1
14	27907	-1
28	29373	1
23	13944	1
9	10093	-1
40	13166	1
30	23941	1
1	30443	1
46	18472	1
25	4919	-1
27	18442	-1
42	6124	-1
10	17527	1
8	9092	-1
28	6197	1
14	29315	1
46	30456	1
39	15290	1
19	12692	-1
14	10636	-1
40	26167	1
6	18845	-1
11	14915	-1
1	22082	-1
4	24131	1
30	3792	-1
27	27781	-1
36	26684	-1
34	19824	-1
35	1113	-1
35	17492	-1
46	14929	-1
23	21840	1
41	30912	-1
45	30033	1
8	15658	1
48	15105	1
5	9232	1
46	18771	1
12	29179	-1
21	26137	-1
8	31020	1
3	15198	-1
4	11102	1
36	1428	-1
46	9944	-1
2	4989	-1
39	14488	1
5	3426	-1
28	11353	1
6	15681	1
32	22625	-1
7	16819	-1
36	1093	-1
39	14324	-1
21	26999	1
26	1943	-1
30	2580	-1
6	21643	-1
36	30963	1
46	9465	1
42	12003	1
10	7903	-1
10	19996	-1
42	18181	-1
1	18146	-1
18	12452	-1
25	30567	-1
37	1872	-1
34	19184	-1
9	27531	1
46	770	1
17	27027	1
7	12629	-1
22	1150	-1
44	20569	-1
28	4921	1
37	29697	1
46	6362	1
43	15758	1
24	9145	-1
0	16658	1
20	11472	-1
38	10836	-1
48	5572	-1
4	30364	1
39	12473	-1
30	15732	-1
8	13527	-1
34	14699	1
40	27764	1
27	12613	1
49	18727	-1
48	29936	1
1	29163	-1
12	27653	-1
19	8836	1
23	19325	1
21	11451	-1
49	28756	1
5	16183	-1
40	22835	1
2	3905	1
32	1205	-1
43	7572	1
43	30893	1
12	16815	-1
12	14583	-1
38	11632	-1
13	12845	1
27	27497	-1
44	17847	-1
4	5906	1
30	29392	-1
21	9177	-1
32	14157	-1
41	17941	-1
5	26083	-1
39	19042	-1
37	15896	-1
9	22702	-1
48	25540	1
34	4605	-1
46	15815	1
6	29248	-1
4	23807	-1
24	22822	-1
15	14906	1
40	22850	1
15	11068	1
10	22321	-1
36	27197	1
4	2153	1
20	20122	-1
1	7531	-1
48	10138	1
20	11262	1
32	8077	1
14	11305	-1
16	22934	1
26	22012	-1
21	3579	-1
0	14559	1
43	7808	1
19	17534	-1
18	4391	1
25	4448	-1
5	18958	1
24	5095	-1
46	5441	-1
1	12864	-1
47	15513	-1
13	4051	1
44	15861	-1
4	26035	1
9	23220	-1
42	26011	-1
23	4988	1
48	29787	-1
9	30147	-1
20	23244	-1
13	25431	1
36	14150	-1
46	1453	1
27	28861	-1
10	754	1
27	6384	1
15	21139	-1
39	26372	-1
43	2510	1
30	12480	-1
23	15776	-1
43	30063	1
35	27380	-1
18	850	1
4	6989	1
47	26846	1
42	17863	1
3	2366	-1
7	7723	1
34	22844	-1
3	27050	-1
17	23339	1
46	536	1
24	12697	-1
6	22441	1
15	9284	-1
6	18655	-1
35	17147	1
39	21492	-1
3	19133	-1
48	16535	1
23	12203	-1
5	19166	1
7	26709	1
23	18538	1
48	16143	1
9	6530	1
21	4610	-1
13	568	1
42	13125	-1
28	28597	1
49	11140	-1
44	3721	-1
28	24117	-1
44	8001	-1
29	6030	-1
25	1912	-1
43	11308	1
1	531	-1
45	28193	-1
8	3092	1
23	11641	1
18	19821	1
25	178	-1
29	2175	-1
43	24929	1
13	29838	-1
7	3911	-1
8	19132	-1
26	27777	-1
42	22687	-1
10	957	-1
20	17155	1
26	27354	-1
21	13159	-1
26	26279	1
16	24897	-1
19	5079	-1
17	13986	1
10	16023	1
12	14321	-1
43	3143	1
40	30248	1
18	29912	1
0	4140	-1
27	13985	-1
15	1103	-1
29	19082	1
47	22664	1
23	24805	-1
40	11575	-1
48	5339	1
2	5021	-1
46	9040	1
48	21912	1
47	13613	-1
36	28732	-1
0	5625	1
44	551	-1
44	4012	1
5	13251	-1
15	22433	-1
3	15245	1
42	8579	1
37	17443	-1
39	16948	1
23	7452	1
46	8455	1
6	17027	1
42	6167	1
19	25671	-1
30	24844	-1
15	19721	-1
8	24033	1
1	3301	-1
23	25128	1
24	25356	-1
37	26770	-1
12	20486	-1
34	29976	-1
23	9107	-1
8	7767	1
42	15569	1
21	13078	1
31	30260	-1
14	2333	1
0	18563	1
8	12222	1
17	10541	-1
13	8964	1
0	24232	-1
3	12817	-1
1	26159	-1
5	29312	-1
48	17037	1
46	2193	1
32	7560	-1
32	11138	1
10	16285	-1
28	12078	-1
39	22170	1
21	3596	1
11	27771	-1
20	19084	1
46	3551	1
38	18287	1
18	27508	1
28	7358	1
8	16117	1
5	16806	1
28	3347	1
13	20236	-1
17	30653	-1
32	3883	-1
39	30870	-1
38	1758	1
43	8518	1
42	26451	1
19	27118	-1
10	9906	1
14	8908	-1
46	21138	-1
17	11561	-1
2	4344	-1
42	397	1
27	13014	-1
16	14770	1
36	28125	1
10	27492	1
18	18980	-1
38	30251	-1
40	11982	1
22	27542	-1
27	17086	-1
31	10521	-1
35	24170	1
46	13286	1
42	13907	1
13	25173	1
23	26368	-1
23	15034	1
17	8623	-1
23	8286	1
29	27934	1
14	9027	-1
4	2819	-1
15	14476	1
42	29963	1
5	25951	-1
43	2080	1
47	10207	1
10	8625	1
29	27982	-1
40	17851	1
14	28288	1
3	22641	-1
3	4965	-1
42	8216	1
7	14610	-1
8	25812	1
44	25104	-1
46	20404	1
4	16865	1
9	9609	1
3	13473	-1
16	16197	1
44	11828	1
43	23951	1
9	22750	1
28	23761	-1
47	31064	-1
4	7334	1
42	18043	1
42	15464	-1
6	28535	1
48	11258	1
20	18458	-1
23	17307	1
10	18691	1
40	6735	1
24	7004	-1
26	21584	-1
47	21961	-1
33	23732	-1
46	17115	1
19	2446	-1
9	25319	1
37	29689	-1
6	9964	-1
10	16820	-1
9	23303	1
27	2512	-1
44	8775	1
3	79	-1
27	16900	-1
47	17072	-1
39	18596	1
32	23712	-1
13	12470	-1
16	19931	1
38	22903	1
48	11657	1
45	119	-1
43	6811	1
37	14478	-1
7	25598	-1
29	8608	-1
44	5401	1
19	5932	-1
44	3045	-1
18	24514	1
13	13580	1
15	15983	-1
27	9231	-1
41	9934	1
43	21038	-1
27	5602	-1
42	26368	1
44	1346	1
13	6199	-1
36	3124	1
41	7976	-1
48	4464	1
31	23401	-1
5	17618	1
26	20002	-1
0	2580	-1
36	15072	1
1	20031	-1
46	8466	1
37	3607	-1
23	27197	1
46	17626	1
46	29047	1
26	30700	-1
40	24075	1
43	2560	1
36	17195	1
48	28466	1
40	10049	1
13	11673	1
33	25609	-1
8	30478	1
7	7222	-1
42	26121	-1
18	24402	-1
8	13676	1
45	23039	-1
21	7693	1
16	8716	1
24	11337	-1
37	5024	-1
36	14814	-1
29	30281	-1
8	5095	-1
46	15954	1
13	23637	1
20	17789	-1
34	4240	-1
28	20439	1
16	27981	1
7	25933	1
48	18199	1
36	24832	-1
48	29224	1
28	12891	-1
16	19873	-1
43	21231	1
3	10999	-1
17	24207	1
23	27040	1
13	13120	1
14	23823	-1
40	11913	1
43	5731	1
8	20454	1
45	28192	-1
43	13646	-1
12	10514	-1
8	17122	1
43	19091	1
32	27491	-1
47	15059	-1
30	4027	-1
11	1306	-1
23	7499	-1
43	12875	1
16	21053	1
43	28831	1
38	25270	-1
21	15635	-1
35	13499	1
17	6259	1
14	17613	1
4	611	1
0	4924	-1
23	8007	-1
11	17582	-1
9	4586	1
27	11368	-1
14	814	-1
43	12567	1
35	26296	-1
47	27525	-1
11	3358	-1
4	3302	1
14	4172	1
8	15576	1
24	10745	-1
28	18193	-1
13	21171	1
1	16733	-1
7	10293	1
12	18727	-1
40	3097	-1
11	4570	-1
44	4647	1
14	20696	1
25	24879	-1
21	14353	-1
4	20925	1
48	19500	1
32	17550	-1
48	21780	1
5	26747	-1
38	11303	1
8	3238	-1
8	14240	1
8	3320	-1
5	16926	1
48	12304	-1
37	17700	-1
37	7935	-1
34	2470	1
21	1356	1
11	25555	-1
29	994	1
28	7637	1
5	9577	-1
48	4879	1
4	7379	1
6	23313	-1
46	11025	1
0	9184	1
46	15622	1
31	30597	-1
36	14589	1
5	26478	-1
30	13185	1
35	8591	1
23	12312	-1
14	16689	1
11	27599	-1
37	13506	1
9	3390	1
32	12822	-1
29	22749	1
21	27433	-1
43	8811	-1
18	26867	1
6	29991	-1
18	3420	1
4	13777	-1
5	5305	1
9	22479	-1
43	29146	-1
46	24949	1
10	20570	1
2	21177	1
21	10884	1
41	26659	-1
13	27332	1
10	7969	1
37	8970	1
48	23824	1
23	19710	-1
13	23608	1
22	3374	-1
15	29853	-1
8	28389	1
21	21630	-1
11	1194	-1
3	19951	-1
31	10396	-1
2	25504	-1
48	12139	1
40	1167	1
45	27099	1
37	16288	-1
8	23684	1
42	24184	1
8	24575	-1
0	30055	-1
23	26099	-1
13	27702	1
44	22872	-1
26	30665	-1
30	12637	1
38	21742	-1
24	29587	-1
46	8374	-1
2	209	-1
43	29998	1
8	25320	1
6	30703	1
43	19977	1
40	30753	1
38	25012	1
28	26710	1
46	14638	-1
46	14597	1
27	25932	-1
43	29114	-1
28	27581	1
1	13215	1
17	6743	1
27	23960	1
15	25256	1
16	27660	-1
44	29588	-1
43	26190	1
11	4105	-1
8	18365	-1
11	16602	-1
3	8372	1
8	12357	1
24	13492	-1
40	4314	1
22	11949	-1
43	8410	-1
24	7908	-1
22	25215	-1
42	14254	1
48	14341	1
44	24421	1
1	19770	-1
32	26399	1
49	2618	-1
35	3987	1
26	2595	1
13	16168	-1
12	13010	1
8	14666	1
45	15757	1
1	9985	1
38	9620	-1
38	12517	-1
1	30158	1
4	4529	1
23	11600	1
9	7647	-1
24	3148	-1
13	15929	-1
13	21423	-1
46	13449	1
34	14285	-1
33	7286	1
45	28362	-1
43	14075	1
42	21814	-1
46	14622	1
8	10952	1
32	1352	1
43	21162	1
28	14567	-1
16	17302	-1
44	3285	1
28	9523	1
32	27263	1
42	2278	1
44	676	-1
42	25018	-1
36	14011	-1
33	10749	-1
23	12660	1
28	25404	-1
2	282	-1
8	19055	-1
6	14590	-1
43	13181	1
38	18373	-1
40	23193	1
22	6292	-1
41	19497	1
21	12145	1
28	22746	1
22	29505	-1
41	13046	-1
48	340	-1
10	21650	-1
37	25908	-1
48	5813	-1
18	2299	1
43	12604	-1
28	12704	-1
16	24259	-1
5	18173	-1
10	23597	-1
44	29411	1
49	30232	1
10	10657	-1
8	28310	-1
18	9706	-1
4	27001	1
40	14299	-1
28	6548	1
11	18978	-1
15	14914	1
46	13659	1
0	28493	-1
26	28322	-1
25	12770	-1
14	22052	-1
16	27500	-1
12	29688	-1
40	25887	1
10	24586	1
6	29044	-1
13	26224	1
43	15565	1
35	1512	1
33	20649	-1
7	10599	1
23	18408	-1
22	24215	-1
46	14946	1
35	114	1
5	23375	-1
12	4191	-1
46	19075	1
6	27515	1
43	3810	1
27	16310	-1
40	2756	1
13	19168	1
9	24971	1
37	4558	-1
40	3491	-1
49	10283	-1
40	3567	1
35	15486	1
49	10148	1
3	27022	-1
48	14190	-1
28	28631	1
32	17010	1
17	30940	-1
9	22240	-1
12	7788	-1
46	29847	-1
6	17824	-1
32	7120	1
49	7264	-1
11	12247	-1
19	24744	-1
8	10843	1
22	30493	-1
8	1895	1
13	25747	-1
24	7959	-1
8	3940	1
23	11863	1
43	21848	1
4	25110	1
0	23758	1
7	9184	-1
42	21712	1
47	22393	-1
12	1150	-1
43	19068	1
6	2509	1
11	13404	-1
28	22661	-1
23	14062	1
1	17104	-1
42	2223	1
42	18497	-1
8	20731	1
9	15051	-1
45	419	-1
8	24385	1
6	6786	-1
14	4002	1
43	9981	1
27	3255	-1
24	12149	-1
11	20880	-1
37	14102	-1
16	21347	1
0	13023	1
2	6963	-1
16	16265	1
14	25727	-1
38	15675	-1
43	3757	1
45	1196	-1
23	9969	1
10	5831	-1
31	7233	-1
8	14195	1
28	10412	1
48	28838	-1
40	23946	1
6	13469	1
7	14920	1
13	15703	1
5	10500	1
24	11873	-1
46	17557	1
13	3336	1
45	22605	-1
42	22252	1
22	25909	-1
26	22048	1
13	20975	1
35	20596	1
38	11814	-1
30	24724	-1
43	14584	1
49	15504	1
12	14390	-1
45	23910	-1
8	8035	1
4	29663	1
44	25542	-1
31	4324	-1
9	2382	1
43	18189	1
42	22786	1
46	312	-1
11	904	-1
21	20288	-1
43	15225	1
21	22480	-1
45	20014	-1
47	329	-1
5	26326	-1
16	4552	1
13	4134	-1
22	21913	-1
8	14592	-1
18	4872	-1
48	5208	1
46	26981	1
4	18603	1
44	20220	-1
13	13830	1
14	12834	1
9	27122	-1
46	10897	1
45	29123	1
30	1087	1
30	4313	1
13	16073	1
19	23788	-1
28	24361	-1
44	4257	-1
40	12759	1
44	2241	-1
8	12327	-1
19	25968	-1
41	25547	1
12	12880	-1
25	28287	1
28	13925	1
8	26987	1
7	17427	-1
1	9191	1
48	6360	-1
2	13290	-1
18	12980	-1
35	23995	-1
11	9225	-1
13	13763	1
28	16290	-1
48	5817	1
18	11411	-1
13	3430	1
8	27147	1
13	26616	1
32	21883	1
3	807	-1
13	21479	1
23	4285	1
0	820	1
14	11886	1
46	11577	1
13	13696	-1
4	732	1
38	11649	-1
48	5259	1
8	25558	-1
17	20764	-1
46	31054	-1
36	29025	-1
45	17733	-1
20	1018	1
30	7136	-1
8	28904	1
46	23091	-1
14	22285	1
5	30810	1
48	16953	-1
31	6874	1
30	14870	-1
19	9633	-1
40	16891	1
0	16512	1
34	26574	-1
43	5756	1
2	29882	-1
8	12467	1
23	16432	-1
13	13218	-1
16	3749	-1
38	23550	-1
18	28563	1
0	4507	-1
46	6031	1
8	16249	1
44	4841	1
34	26102	1
48	855	1
47	21740	-1
0	22766	1
8	2186	1
39	14284	-1
10	17796	1
49	30555	-1
9	5690	1
8	3655	1
6	23831	1
4	20522	1
8	9979	1
19	2525	-1
6	14293	1
8	14651	1
36	19902	1
18	17685	1
2	26273	-1
9	6700	-1
10	8058	-1
41	24681	1
32	1169	-1
24	3251	-1
18	2102	-1
18	10339	1
43	23809	1
29	23650	-1
5	21055	-1
4	14645	1
40	25425	1
10	20153	-1
23	7707	-1
30	7690	-1
20	10998	-1
43	11893	1
13	23610	-1
35	1339	1
3	9044	-1
8	13117	1
22	23709	-1
42	5515	1
26	25568	-1
37	21955	-1
14	21437	1
27	9850	-1
4	29251	1
39	20514	-1
13	16867	1
49	5771	1
18	23059	-1
11	25447	-1
6	18022	1
26	4295	-1
47	29906	-1
4	21890	-1
4	22556	1
18	6868	1
30	22695	-1
39	3170	1
29	21606	-1
19	28942	-1
48	20133	1
42	24737	1
16	25782	1
5	21563	1
27	15353	-1
48	23097	-1
8	6320	-1
48	24179	-1
30	5156	1
28	12859	-1
22	5127	1
12	2158	1
7	30698	1
16	29708	-1
8	15826	1
13	28122	-1
21	15786	1
30	21298	1
14	18835	-1
36	66	-1
15	21177	1
36	5868	-1
16	7868	-1
23	17108	-1
9	15744	1
9	3595	1
43	2681	1
26	367	-1
15	24180	-1
23	28227	1
4	22319	1
27	5887	1
14	7416	1
13	8761	-1
16	24591	1
46	9266	1
35	29495	1
28	6990	1
29	20372	-1
28	17611	1
6	5607	1
21	20396	1
5	23336	-1
23	24074	1
46	23758	1
12	26835	-1
5	11515	-1
48	3809	1
30	22952	1
48	2671	1
1	22076	1
32	5208	1
21	15283	-1
42	26436	-1
2	11001	-1
31	20956	-1
9	30722	1
48	20845	1
6	5474	1
0	2606	1
13	19084	1
2	23402	-1
43	27108	1
34	8851	-1
29	27656	1
48	27226	1
41	26787	1
25	24920	-1
47	7699	-1
44	25697	-1
13	25461	1
38	9812	-1
10	1173	1
43	28971	1
40	22944	-1
17	23154	1
13	27394	1
11	20023	-1
16	9987	1
28	16281	-1
20	25216	-1
28	1028	1
48	13987	1
43	23535	1
40	5827	-1
34	30155	-1
14	24073	-1
42	14858	1
16	24476	1
42	7621	-1
1	30064	-1
18	14137	1
0	22834	-1
17	10495	-1
0	23447	-1
13	13980	1
9	2602	-1
4	26905	1
2	12349	-1
6	28055	1
45	12797	1
21	19797	1
1	8771	-1
4	25855	1
17	13830	-1
35	22641	-1
48	21396	1
8	4233	1
9	21003	-1
49	24482	-1
30	1587	-1
42	24633	1
32	3866	-1
13	7534	-1
25	8707	-1
17	5769	1
24	10555	-1
43	5267	1
13	12349	1
42	19613	1
21	13633	-1
19	10674	-1
35	2601	1
36	26304	-1
48	1511	1
18	19312	1
9	19086	-1
40	18554	1
45	16206	1
26	20697	1
42	14244	1
5	17445	1
9	10432	-1
16	18440	-1
35	29256	-1
31	29758	-1
39	18413	-1
22	1204	-1
49	14910	-1
21	12475	-1
2	20136	-1
17	20721	-1
6	18278	-1
34	4125	1
16	27854	-1
34	7992	-1
6	30061	1
38	24358	1
2	29357	-1
5	13020	1
1	29350	1
46	3963	1
39	19887	-1
4	23189	1
42	31044	1
13	116	-1
20	24999	-1
32	10859	-1
21	9277	1
30	10596	-1
23	28912	1
29	1998	-1
43	13182	1
40	16713	-1
42	957	-1
13	13582	1
36	6093	1
49	16245	1
33	20574	-1
43	19313	1
46	4966	-1
13	7206	1
16	13107	1
6	5396	1
5	6743	1
43	3106	1
8	5696	1
12	23761	-1
0	29842	1
21	30536	-1
0	26753	1
37	4418	-1
25	16504	-1
31	20381	-1
30	29876	-1
48	20706	-1
43	30309	1
36	23892	1
4	10158	-1
21	21164	-1
44	29061	1
48	23417	1
47	716	-1
18	14612	1
40	25794	1
46	1517	1
23	16701	1
37	12090	1
40	20600	1
39	17779	-1
18	18531	-1
40	10915	1
49	24536	-1
21	11528	-1
48	10982	1
27	29447	-1
31	9601	-1
26	2250	-1
4	12	1
13	17196	-1
9	30199	1
40	27068	1
25	7381	-1
1	16364	1
33	4918	-1
42	5849	1
40	14894	1
40	25241	1
21	7470	-1
8	6008	1
23	30797	1
17	4640	1
34	14396	-1
6	7274	1
49	5493	-1
7	10928	1
8	7544	-1
3	29928	1
13	13175	1
10	8681	1
48	28009	1
6	15992	1
9	23705	-1
6	9463	-1
42	2447	1
6	19521	1
31	12049	1
31	6264	-1
13	9399	1
8	19306	1
42	21500	1
43	28027	1
6	16913	1
38	3054	-1
43	30795	1
13	14507	1
49	20211	1
7	30473	1
7	19942	1
23	22247	1
28	20762	1
28	20661	1
20	22050	-1
46	16236	1
42	30242	-1
4	25101	1
23	977	-1
8	6898	1
38	22884	1
11	9676	-1
26	29320	-1
8	9865	1
14	1653	-1
0	4944	-1
6	9453	1
48	17318	1
38	28367	-1
22	17784	-1
13	5914	1
24	7504	-1
17	21757	1
6	18669	-1
43	31080	1
18	24399	1
19	11347	-1
16	13111	-1
10	17159	-1
19	24644	-1
17	18087	-1
35	25836	1
28	2416	-1
1	25366	-1
43	17994	-1
19	31080	-1
20	22227	-1
48	29308	1
5	7908	-1
40	28367	1
8	2046	1
25	27186	-1
3	14363	-1
34	27898	-1
4	7041	-1
7	3263	1
43	17341	1
7	12440	1
11	10425	-1
30	12149	1
44	2919	-1
46	10642	-1
1	28872	-1
15	30514	-1
14	16709	-1
40	11960	1
30	11395	-1
15	1937	1
30	22307	-1
46	21537	1
8	4198	1
36	28090	-1
1	10093	-1
48	1972	1
40	2538	1
12	23896	-1
42	8592	1
42	19130	1
15	11019	-1
1	29303	1
10	22475	1
6	27898	1
33	21657	-1
45	4515	-1
9	9142	1
30	28835	-1
48	3875	1
46	4003	1
11	21681	-1
40	27348	1
46	25530	1
8	10150	-1
5	19378	-1
44	6705	1
37	7353	-1
43	9389	1
4	11227	-1
21	18756	-1
44	15819	1
23	14534	1
40	3253	1
30	13886	1
18	3654	-1
36	4689	1
19	3106	-1
8	30745	1
14	26245	-1
22	4764	1
42	21823	-1
16	28430	1
13	23237	-1
24	27228	-1
3	21906	-1
23	13248	1
45	9527	-1
46	4958	-1
47	24395	-1
37	24641	1
44	8771	1
47	26105	-1
12	27393	-1
43	12388	1
4	20361	1
4	1139	-1
48	29723	1
41	3868	-1
25	8429	-1
0	1009	1
40	12464	1
30	7622	-1
27	22907	-1
27	12988	-1
4	23630	-1
10	29185	1
32	17519	-1
46	29543	1
42	17503	-1
37	18904	-1
26	13369	-1
11	11278	-1
46	19466	1
38	5947	-1
24	30210	-1
17	26571	1
40	24177	1
29	7920	-1
10	4092	1
19	24766	-1
